route_id,from_place_id,from_name_en,to_place_id,to_name_en,distance_km,fare_tk,fare_per_km_tk,minimum_fare_tk,calculation,source_id
BRTA_A_234_NO,PLC0331,Shahbag,PLC0208,Madanganj,30.6,75,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0327,Sayedabad,4.7,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0125,Gulistan,2.7,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0298,Press Club,1.7,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0280,Nilkhet,1.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0331,Shahbag,PLC0018,Azimpur,2.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0208,Madanganj,32.5,80,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0327,Sayedabad,6.6,17,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0125,Gulistan,4.6,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0298,Press Club,3.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0331,Shahbag,1.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0280,Nilkhet,PLC0018,Azimpur,0.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0208,Madanganj,33.1,82,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0327,Sayedabad,7.2,18,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0125,Gulistan,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0298,Press Club,4.2,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0331,Shahbag,2.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_234_NO,PLC0018,Azimpur,PLC0280,Nilkhet,0.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0327,Sayedabad,PLC0143,Jatrabari,0.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0327,Sayedabad,PLC0332,Shanir Akhra,2.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0327,Sayedabad,PLC0316,Rayerbag,3.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0327,Sayedabad,PLC0207,Link Road,6.0,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0327,Sayedabad,PLC0270,Narayanganj,16.2,40,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0327,Sayedabad,0.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0332,Shanir Akhra,1.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0316,Rayerbag,2.7,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0207,Link Road,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0143,Jatrabari,PLC0270,Narayanganj,15.4,38,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0327,Sayedabad,2.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0143,Jatrabari,1.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0316,Rayerbag,0.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0207,Link Road,3.4,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0332,Shanir Akhra,PLC0270,Narayanganj,13.6,34,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0327,Sayedabad,3.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0143,Jatrabari,2.7,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0332,Shanir Akhra,0.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0207,Link Road,2.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0316,Rayerbag,PLC0270,Narayanganj,12.7,32,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0327,Sayedabad,6.0,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0143,Jatrabari,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0332,Shanir Akhra,3.4,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0316,Rayerbag,2.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0207,Link Road,PLC0270,Narayanganj,10.2,25,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0270,Narayanganj,PLC0327,Sayedabad,16.2,40,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0270,Narayanganj,PLC0143,Jatrabari,15.4,38,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0270,Narayanganj,PLC0332,Shanir Akhra,13.6,34,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0270,Narayanganj,PLC0316,Rayerbag,12.7,32,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_236_NO,PLC0270,Narayanganj,PLC0207,Link Road,10.2,25,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0327,Sayedabad,9.0,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0212,Malibagh,14.9,37,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0284,Notun Bazar,20.8,51,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0005,Airport,27.3,67,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0367,Tongi,31.4,77,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0171,Kanchpur,PLC0369,Tongi Bastuhara,36.0,89,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0171,Kanchpur,9.0,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0212,Malibagh,5.9,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0284,Notun Bazar,11.8,29,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0005,Airport,18.3,45,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0367,Tongi,22.4,55,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0327,Sayedabad,PLC0369,Tongi Bastuhara,27.0,67,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0171,Kanchpur,14.9,37,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0327,Sayedabad,5.9,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0284,Notun Bazar,5.9,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0005,Airport,12.4,31,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0367,Tongi,16.5,41,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0212,Malibagh,PLC0369,Tongi Bastuhara,21.1,52,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0171,Kanchpur,20.8,51,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0327,Sayedabad,11.8,29,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0212,Malibagh,5.9,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0005,Airport,6.5,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0367,Tongi,10.6,26,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0284,Notun Bazar,PLC0369,Tongi Bastuhara,15.2,38,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0171,Kanchpur,27.3,67,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0327,Sayedabad,18.3,45,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0212,Malibagh,12.4,31,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0284,Notun Bazar,6.5,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0367,Tongi,4.1,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0005,Airport,PLC0369,Tongi Bastuhara,8.7,22,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0171,Kanchpur,31.4,77,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0327,Sayedabad,22.4,55,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0212,Malibagh,16.5,41,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0284,Notun Bazar,10.6,26,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0005,Airport,4.1,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0367,Tongi,PLC0369,Tongi Bastuhara,4.6,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0171,Kanchpur,36.0,89,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0327,Sayedabad,27.0,67,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0212,Malibagh,21.1,52,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0284,Notun Bazar,15.2,38,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0005,Airport,8.7,22,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_240_NO,PLC0369,Tongi Bastuhara,PLC0367,Tongi,4.6,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0089,Dhaleswar,PLC0143,Jatrabari,4.5,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0089,Dhaleswar,PLC0212,Malibagh,10.6,26,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0089,Dhaleswar,PLC0300,Progati Sarani,15.9,39,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0089,Dhaleswar,PLC0001,Abdullahpur,26.6,66,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0089,Dhaleswar,PLC0368,Tongi (Bastuhara),31.7,78,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0089,Dhaleswar,4.5,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0212,Malibagh,6.1,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0300,Progati Sarani,11.4,28,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0001,Abdullahpur,22.1,55,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0143,Jatrabari,PLC0368,Tongi (Bastuhara),27.2,67,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0089,Dhaleswar,10.6,26,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0143,Jatrabari,6.1,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0300,Progati Sarani,5.3,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0001,Abdullahpur,16.0,40,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0212,Malibagh,PLC0368,Tongi (Bastuhara),21.1,52,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0089,Dhaleswar,15.9,39,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0143,Jatrabari,11.4,28,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0212,Malibagh,5.3,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0001,Abdullahpur,10.7,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0300,Progati Sarani,PLC0368,Tongi (Bastuhara),15.8,39,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0089,Dhaleswar,26.6,66,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0143,Jatrabari,22.1,55,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0212,Malibagh,16.0,40,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0300,Progati Sarani,10.7,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0001,Abdullahpur,PLC0368,Tongi (Bastuhara),5.1,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0368,Tongi (Bastuhara),PLC0089,Dhaleswar,31.7,78,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0368,Tongi (Bastuhara),PLC0143,Jatrabari,27.2,67,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0368,Tongi (Bastuhara),PLC0212,Malibagh,21.1,52,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0368,Tongi (Bastuhara),PLC0300,Progati Sarani,15.8,39,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_243_NO,PLC0368,Tongi (Bastuhara),PLC0001,Abdullahpur,5.1,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0260,Motijheel,16.1,40,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0212,Malibagh,18.7,46,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0210,Magbazar,19.9,49,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0250,Mohakhali,23.4,58,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0153,Kajli,25.2,62,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0209,Madanpur,PLC0001,Abdullahpur,36.5,90,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0209,Madanpur,16.1,40,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0212,Malibagh,2.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0210,Magbazar,3.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0250,Mohakhali,7.3,18,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0153,Kajli,9.1,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0260,Motijheel,PLC0001,Abdullahpur,20.4,50,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0209,Madanpur,18.7,46,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0260,Motijheel,2.6,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0210,Magbazar,1.2,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0250,Mohakhali,4.7,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0153,Kajli,6.5,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0212,Malibagh,PLC0001,Abdullahpur,17.8,44,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0209,Madanpur,19.9,49,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0260,Motijheel,3.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0212,Malibagh,1.2,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0250,Mohakhali,3.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0153,Kajli,5.3,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0210,Magbazar,PLC0001,Abdullahpur,16.6,41,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0209,Madanpur,23.4,58,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0260,Motijheel,7.3,18,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0212,Malibagh,4.7,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0210,Magbazar,3.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0153,Kajli,1.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0250,Mohakhali,PLC0001,Abdullahpur,13.1,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0209,Madanpur,25.2,62,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0260,Motijheel,9.1,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0212,Malibagh,6.5,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0210,Magbazar,5.3,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0250,Mohakhali,1.8,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0153,Kajli,PLC0001,Abdullahpur,11.3,28,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0001,Abdullahpur,PLC0209,Madanpur,36.5,90,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0001,Abdullahpur,PLC0260,Motijheel,20.4,50,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0001,Abdullahpur,PLC0212,Malibagh,17.8,44,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_245_NO,PLC0001,Abdullahpur,PLC0210,Magbazar,16.6,41,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
