place_id,name_en,name_bn,normalized_name,latitude,longitude,geocode_status,source_id
PLC0255,Mohammadpur (Basila Road),মোহাম্মদপুর (বসিলা রোড),mohammadpur,,,pending,SRC_BRTA_METRO_FARES
PLC0256,Mohammadpur (Japan Garden City),মোহাম্মদপুর (জাপান গার্ডেন সিটি),mohammadpur,,,pending,SRC_BRTA_METRO_FARES
PLC0257,Mohammadpur Bus Stand,মোহাম্মদপুর বাস স্ট্যান্ড,mohammadpur bus stand,,,pending,SRC_BRTA_METRO_FARES
PLC0258,Mohammadpur Shia Mosque,মোহাম্মদপুর শিয়া মসজিদ,mohammadpur shia mosque,,,pending,SRC_BRTA_METRO_FARES
PLC0259,Mohammadpur Town Hall,মোহাম্মদপুর টাউন হল,mohammadpur town hall,,,pending,SRC_BRTA_METRO_FARES
PLC0260,Motijheel,মতিঝিল,motijheel,,,pending,SRC_BRTA_METRO_FARES
PLC0261,Motijheel (Hirjheel),মতিঝিল (হীরঝিল),motijheel,,,pending,SRC_BRTA_METRO_FARES
PLC0262,Motijheel (Notre Dame College),মতিঝিল (নটরডেম কলেজ),motijheel,,,pending,SRC_BRTA_METRO_FARES
PLC0263,Motijheel (Shapla Chattar),মতিঝিল (শাপলা চত্বর),motijheel,,,pending,SRC_BRTA_METRO_FARES
PLC0264,Mouchak,মৌচাক,mouchak,,,pending,SRC_BRTA_METRO_FARES
PLC0265,Mouchak (Flyover),মৌচাক (ফ্লাইওভার),mouchak,,,pending,SRC_BRTA_METRO_FARES
PLC0266,Mugda,মুগদা,mugda,,,pending,SRC_BRTA_METRO_FARES
PLC0267,Nabinagar,নবীনগর,nabinagar,,,pending,SRC_BRTA_METRO_FARES
PLC0268,Nabisco,নাবিস্কো,nabisco,,,pending,SRC_BRTA_METRO_FARES
PLC0269,Nandan Park,নন্দনপার্ক,nandan park,,,pending,SRC_BRTA_METRO_FARES
PLC0270,Narayanganj,নারায়ণগঞ্জ,narayanganj,,,pending,SRC_BRTA_METRO_FARES
PLC0271,Narayanganj Chasara,নারায়ণগঞ্জ চাষাঢ়া,narayanganj chasara,,,pending,SRC_BRTA_METRO_FARES
PLC0272,Narayanganj Link Road,নারাংগঞ্জ লিংক রোড,narayanganj link road,,,pending,SRC_BRTA_METRO_FARES
PLC0273,Narsinghpur,নরসিংহপুর,narsinghpur,,,pending,SRC_BRTA_METRO_FARES
PLC0274,Natun Bazar,নতুন বাজার,natun bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0275,Nawabganj,নবাবগঞ্জ,nawabganj,,,pending,SRC_BRTA_METRO_FARES
PLC0276,Nayabazar,নয়াবাজার,nayabazar,,,pending,SRC_BRTA_METRO_FARES
PLC0277,Nayabazar (No. 2 Buriganga Bridge),নয়াবাজার (২নং বুড়িগঙ্গা সেতু),nayabazar,,,pending,SRC_BRTA_METRO_FARES
PLC0278,New Airport,নিউ এয়ারপোর্ট,new airport,,,pending,SRC_BRTA_METRO_FARES
PLC0279,New Market,নিউমার্কেট,new market,,,pending,SRC_BRTA_METRO_FARES
PLC0280,Nilkhet,নীলক্ষেত,nilkhet,,,pending,SRC_BRTA_METRO_FARES
PLC0281,Nobinagar (Savar),নবীনগর (সাভার),nobinagar,,,pending,SRC_BRTA_METRO_FARES
PLC0282,Norda,নর্দা,norda,,,pending,SRC_BRTA_METRO_FARES
PLC0283,Notre Dame College,নটরড্যাম কলেজ,notre dame college,,,pending,SRC_BRTA_METRO_FARES
PLC0284,Notun Bazar,নতুন বাজার,notun bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0285,Original Das,অরিজিনাল দশ,original das,,,pending,SRC_BRTA_METRO_FARES
PLC0286,Original-10,অরিজিনাল-১০,original 10,,,pending,SRC_BRTA_METRO_FARES
PLC0287,Pagla Bazar,পাগলাবাজার,pagla bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0288,Palashi,পলাশী,palashi,,,pending,SRC_BRTA_METRO_FARES
PLC0289,Pallabi (Ceramic),পল্লবী (সিরামিক),pallabi,,,pending,SRC_BRTA_METRO_FARES
PLC0290,Pallabi (Mirpur-12),পল্লবী (মিরপুর-১২),pallabi,,,pending,SRC_BRTA_METRO_FARES
PLC0291,Paltan,পল্টন,paltan,,,pending,SRC_BRTA_METRO_FARES
PLC0292,Palton,পল্টন,palton,,,pending,SRC_BRTA_METRO_FARES
PLC0293,Paturia,পাটুরিয়া,paturia,,,pending,SRC_BRTA_METRO_FARES
PLC0294,Pirjangi Mazar,পীরজঙ্গী মাজার,pirjangi mazar,,,pending,SRC_BRTA_METRO_FARES
PLC0295,Postgola,পোস্তগোলা,postgola,,,pending,SRC_BRTA_METRO_FARES
PLC0296,Postgola Bridge,পোস্তগোলা ব্রীজ,postgola bridge,,,pending,SRC_BRTA_METRO_FARES
PLC0297,Prashika,প্রশিকা,prashika,,,pending,SRC_BRTA_METRO_FARES
PLC0298,Press Club,প্রেসক্লাব,press club,,,pending,SRC_BRTA_METRO_FARES
PLC0299,Priyangan Gate,প্রিয়ঙ্গন গেট,priyangan gate,,,pending,SRC_BRTA_METRO_FARES
PLC0300,Progati Sarani,প্রগতি সরণী,progati sarani,,,pending,SRC_BRTA_METRO_FARES
PLC0301,Purabi,পূরবী,purabi,,,pending,SRC_BRTA_METRO_FARES
PLC0302,Purbi,পুরবী,purbi,,,pending,SRC_BRTA_METRO_FARES
PLC0303,Rainbow,রেইনবো,rainbow,,,pending,SRC_BRTA_METRO_FARES
PLC0304,Rajabari,রাজাবাড়ী,rajabari,,,pending,SRC_BRTA_METRO_FARES
PLC0305,Rajarbagh,রাজারবাগ,rajarbagh,,,pending,SRC_BRTA_METRO_FARES
PLC0306,Rajendrapur,রাজেন্দ্রপুর,rajendrapur,,,pending,SRC_BRTA_METRO_FARES
PLC0307,Rajendrapur Bazar,রাজেন্দ্রপুর বাজার,rajendrapur bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0308,Rajendrapur Crossroad,রাজেন্দ্রপুর চৌরাস্তা,rajendrapur crossroad,,,pending,SRC_BRTA_METRO_FARES
PLC0309,Rajlaxmi,রাজলক্ষ্মী,rajlaxmi,,,pending,SRC_BRTA_METRO_FARES
PLC0310,Rajmoni,রাজমনি,rajmoni,,,pending,SRC_BRTA_METRO_FARES
PLC0311,Ramer Kanda,রামের কান্দা,ramer kanda,,,pending,SRC_BRTA_METRO_FARES
PLC0312,Rampura,রামপুরা,rampura,,,pending,SRC_BRTA_METRO_FARES
PLC0313,Rampura (Bonsree),রামপুরা (বনশ্রী),rampura,,,pending,SRC_BRTA_METRO_FARES
PLC0314,Rampura Bridge,রামপুরা ব্রীজ,rampura bridge,,,pending,SRC_BRTA_METRO_FARES
PLC0315,Rampura TV Center,রামপুরা টিভি সেন্টার,rampura tv center,,,pending,SRC_BRTA_METRO_FARES
PLC0316,Rayerbag,রায়েরবাগ,rayerbag,,,pending,SRC_BRTA_METRO_FARES
PLC0317,Raysaheb Bazar,রায়সাহেব বাজার,raysaheb bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0318,Ruhitpur,রুহিতপুর,ruhitpur,,,pending,SRC_BRTA_METRO_FARES
PLC0319,Rupshi,রূপসী,rupshi,,,pending,SRC_BRTA_METRO_FARES
PLC0320,Russell Square,রাসেল স্কয়ার,russell square,,,pending,SRC_BRTA_METRO_FARES
PLC0321,Sadarghat,সদরঘাট,sadarghat,,,pending,SRC_BRTA_METRO_FARES
PLC0322,Sadarghat Victoria Park,সদরঘাট ভিক্টোরিয়া পার্ক,sadarghat victoria park,,,pending,SRC_BRTA_METRO_FARES
PLC0323,Safipur,সফিপুর,safipur,,,pending,SRC_BRTA_METRO_FARES
PLC0324,Sainik Club,সৈনিক ক্লাব,sainik club,,,pending,SRC_BRTA_METRO_FARES
PLC0325,Satrasta,সাতরাস্তা,satrasta,,,pending,SRC_BRTA_METRO_FARES
PLC0326,Savar,সাভার,savar,,,pending,SRC_BRTA_METRO_FARES
PLC0327,Sayedabad,সায়দাবাদ,sayedabad,,,pending,SRC_BRTA_METRO_FARES
PLC0328,Sayedpur,সৈয়দপুর,sayedpur,,,pending,SRC_BRTA_METRO_FARES
PLC0329,Science Lab,সায়েন্সল্যাব,science lab,,,pending,SRC_BRTA_METRO_FARES
PLC0330,Shah Ali Mazar,শাহআলী মাজার,shah ali mazar,,,pending,SRC_BRTA_METRO_FARES
PLC0331,Shahbag,শাহবাগ,shahbag,,,pending,SRC_BRTA_METRO_FARES
PLC0332,Shanir Akhra,শনির আখড়া,shanir akhra,,,pending,SRC_BRTA_METRO_FARES
PLC0333,Shankar,শঙ্কর,shankar,,,pending,SRC_BRTA_METRO_FARES
PLC0334,Shaora Bazar,শাওড়া বাজার,shaora bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0335,Shapla Chattar,শাপলা চত্বর,shapla chattar,,,pending,SRC_BRTA_METRO_FARES
PLC0336,Sheora,শেওড়া,sheora,,,pending,SRC_BRTA_METRO_FARES
PLC0337,Sheora Bazar,শেওড়া বাজার,sheora bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0338,Sheora Para,শেওড়া পাড়া,sheora para,,,pending,SRC_BRTA_METRO_FARES
PLC0339,Sheorapara,শেওড়াপাড়া,sheorapara,,,pending,SRC_BRTA_METRO_FARES
PLC0340,Shewrapara,শেওড়াপাড়া,shewrapara,,,pending,SRC_BRTA_METRO_FARES
PLC0341,Shia Masjid,শিয়া মসজিদ,shia masjid,,,pending,SRC_BRTA_METRO_FARES
PLC0342,Shialbari,শিয়ালবাড়ী,shialbari,,,pending,SRC_BRTA_METRO_FARES
PLC0343,Shishumela,শিশুমেলা,shishumela,,,pending,SRC_BRTA_METRO_FARES
PLC0344,Shukrabad,শুক্রাবাদ,shukrabad,,,pending,SRC_BRTA_METRO_FARES
PLC0345,Shurganj,শুরগঞ্জ,shurganj,,,pending,SRC_BRTA_METRO_FARES
PLC0346,Shyamoli,শ্যামলী,shyamoli,,,pending,SRC_BRTA_METRO_FARES
PLC0347,Shyamoli Ring Road,শ্যামলী রিং রোড,shyamoli ring road,,,pending,SRC_BRTA_METRO_FARES
PLC0348,Signboard,সাইনবোর্ড,signboard,,,pending,SRC_BRTA_METRO_FARES
PLC0349,Sobhanbag,সোবহানবাগ,sobhanbag,,,pending,SRC_BRTA_METRO_FARES
PLC0350,Sonargaon,সোনারগাঁও,sonargaon,,,pending,SRC_BRTA_METRO_FARES
PLC0351,Sonargaon Mogra Para,সোনারগাঁও মোগড়া পাড়া,sonargaon mogra para,,,pending,SRC_BRTA_METRO_FARES
PLC0352,Soni Cinema Hall,সনি সিনেমা হল,soni cinema hall,,,pending,SRC_BRTA_METRO_FARES
PLC0353,Sreepur,শ্রীপুর,sreepur,,,pending,SRC_BRTA_METRO_FARES
PLC0354,Stadium,স্টেডিয়াম,stadium,,,pending,SRC_BRTA_METRO_FARES
PLC0355,Staff Quarter,স্টাফ কোয়ার্টার,staff quarter,,,pending,SRC_BRTA_METRO_FARES
PLC0356,Staff Road,স্টাফরোড,staff road,,,pending,SRC_BRTA_METRO_FARES
PLC0357,Sultana Kamal Bridge,সুলতানা কামাল ব্রীজ,sultana kamal bridge,,,pending,SRC_BRTA_METRO_FARES
PLC0358,T&T,টিএন্ডটি,t t,,,pending,SRC_BRTA_METRO_FARES
PLC0359,T&T Para,টিটিপাড়া,t t para,,,pending,SRC_BRTA_METRO_FARES
PLC0360,Tankarpur,টঙ্করপুর,tankarpur,,,pending,SRC_BRTA_METRO_FARES
PLC0361,Tarabo Biswa Road,তারাবো বিশ্বরোড,tarabo biswa road,,,pending,SRC_BRTA_METRO_FARES
PLC0362,Technical,টেকনিক্যাল,technical,,,pending,SRC_BRTA_METRO_FARES
PLC0363,Tikarpur,টিকরপুর,tikarpur,,,pending,SRC_BRTA_METRO_FARES
PLC0364,Tikatapara,টিকটাপাড়া,tikatapara,,,pending,SRC_BRTA_METRO_FARES
PLC0365,Tikatuli,টিকাটুলি,tikatuli,,,pending,SRC_BRTA_METRO_FARES
PLC0366,Titumir College,তিতুমীর কলেজ,titumir college,,,pending,SRC_BRTA_METRO_FARES
PLC0367,Tongi,টঙ্গী,tongi,,,pending,SRC_BRTA_METRO_FARES
PLC0368,Tongi (Bastuhara),টঙ্গী (বাস্তহারা),tongi,,,pending,SRC_BRTA_METRO_FARES
PLC0369,Tongi Bastuhara,টঙ্গী বাস্তহারা,tongi bastuhara,,,pending,SRC_BRTA_METRO_FARES
PLC0370,Tongi Bazar,টঙ্গীবাজার,tongi bazar,,,pending,SRC_BRTA_METRO_FARES
PLC0371,Town Hall,টাউন হল,town hall,,,pending,SRC_BRTA_METRO_FARES
PLC0372,TV Center,টিভি সেন্টার,tv center,,,pending,SRC_BRTA_METRO_FARES
PLC0373,UBL,ইউবিএল,ubl,,,pending,SRC_BRTA_METRO_FARES
PLC0374,Urojahaj Junction,উড়োজাহাজ জংশন,urojahaj junction,,,pending,SRC_BRTA_METRO_FARES
PLC0375,Utholi,উথলী,utholi,,,pending,SRC_BRTA_METRO_FARES
PLC0376,Uttar Badda,উত্তর বাড্ডা,uttar badda,,,pending,SRC_BRTA_METRO_FARES
PLC0377,Uttara,উত্তরা,uttara,,,pending,SRC_BRTA_METRO_FARES
PLC0378,Uttara (Raniganj),উত্তরা (রানীগঞ্জ),uttara,,,pending,SRC_BRTA_METRO_FARES
PLC0379,Uttara Diabari,উত্তরা দিয়াবাড়ী,uttara diabari,,,pending,SRC_BRTA_METRO_FARES
PLC0380,Victoria Park,ভিক্টোরিয়া পার্ক,victoria park,,,pending,SRC_BRTA_METRO_FARES
PLC0381,Washi (Belba Garden),ওয়াশী (বেলবা গার্ডেন),washi,,,pending,SRC_BRTA_METRO_FARES
PLC0382,Washpur,ওয়াশপুর,washpur,,,pending,SRC_BRTA_METRO_FARES
PLC0383,Work Shop,ওয়ার্ক সপ,work shop,,,pending,SRC_BRTA_METRO_FARES
PLC0384,Zillur Rahman Flyover,জিল্লুর রহমান ফ্লাইওভার,zillur rahman flyover,,,pending,SRC_BRTA_METRO_FARES
PLC0385,Zirab,জিরাব,zirab,,,pending,SRC_BRTA_METRO_FARES
PLC0386,Zirani,জিরানী,zirani,,,pending,SRC_BRTA_METRO_FARES
PLC0387,Zoo,চিড়িয়াখানা,zoo,,,pending,SRC_BRTA_METRO_FARES
