service_id,operator_name_en,operator_name_bn,variant_no_for_operator,start_stop_raw,end_stop_raw,stop_count,service_type,time_text,image_url,current_status,source_id
SVC0054,Dewan,দেওয়ান বাস,1,Azimpur,Kuril Bishwa Road,26,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A6%E0%A7%87%E0%A6%93%E0%A7%9F%E0%A6%BE%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=064c59bc-bb3b-4946-a115-789674112c75,needs_validation,SRC_BUS_GITHUB
SVC0055,Dhakar Chaka,ঢাকার চাকা বাস,1,Police Plaza,Gulshan 2,3,Sitting Service(Ticket System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0%20%E0%A6%9A%E0%A6%BE%E0%A6%95%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e8924235-1eaf-4038-bcd8-0a49ea53a969,needs_validation,SRC_BUS_GITHUB
SVC0056,Dhakar Chaka,ঢাকার চাকা বাস,2,Banani,Notun Bazar,3,Sitting Service(Ticket System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0%20%E0%A6%9A%E0%A6%BE%E0%A6%95%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e8924235-1eaf-4038-bcd8-0a49ea53a969,needs_validation,SRC_BUS_GITHUB
SVC0057,Dipon,দিপোন বাস,1,Tajmahal Road,Arambagh,19,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A6%E0%A7%80%E0%A6%AA%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=30c339ff-ecae-4725-873d-e3063b1eae4b,needs_validation,SRC_BUS_GITHUB
SVC0058,Dip Paribahan,দ্বীপ পরিবহন বাস,1,Azimpur,Kuril Bissho Road,9,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A7%80%E0%A6%AA%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e6fb4a29-ac86-4d47-a7e9-2a9f24895268,needs_validation,SRC_BUS_GITHUB
SVC0059,Dishari,দিশারী বাস,1,Chiriyakhana,Keraniganj,23,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A6%E0%A6%BF%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=2878654d-802e-4534-bbbc-2bf852e83a53,needs_validation,SRC_BUS_GITHUB
SVC0060,ETC,ইটিসি বাস,1,Golap Shah Mazar,Mirpur 12,10,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%87%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=b5cda6c6-f9b9-488b-a8f2-ee50ccf6af6d,needs_validation,SRC_BUS_GITHUB
SVC0061,ETC Transport,ইটিসি ট্রান্সপোর্ট বাস,1,Golap Shah Mazar,Mirpur 12,20,Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%87%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=b5cda6c6-f9b9-488b-a8f2-ee50ccf6af6d,needs_validation,SRC_BUS_GITHUB
SVC0062,Everest Paribahan,এভারেস্ট পরিবহন বাস,1,Rupnagar Abashik,Keraniganj,6,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%8F%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B8%E0%A7%8D%E0%A6%9F%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=30db6449-50a9-4f8b-a515-ecdcc5ea333d,needs_validation,SRC_BUS_GITHUB
SVC0063,First Ten,ফার্স্ট টেন বাস,1,Vashantek,Gabtoli,9,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AB%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8%E0%A7%8D%E0%A6%9F%20%E0%A6%9F%E0%A7%87%E0%A6%A8.jpg?alt=media&token=fb5856d7-17b9-43e2-bc65-8ad3a9be1bf1,needs_validation,SRC_BUS_GITHUB
SVC0064,FTCL,এফটিসিএল বাস,1,Mohammadpur,Chittagong Road,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%8F%E0%A6%AB%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A6%BF%E0%A6%8F%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=95c2d4d6-98d9-4cc1-9cb4-14499c28dc07,needs_validation,SRC_BUS_GITHUB
SVC0065,FTCL,এফটিসিএল বাস,2,Mohammadpur,Arambagh,12,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%8F%E0%A6%AB%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A6%BF%E0%A6%8F%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=95c2d4d6-98d9-4cc1-9cb4-14499c28dc07,needs_validation,SRC_BUS_GITHUB
SVC0066,Gazipur Paribahan,গাজীপুর পরিবহন বাস,1,Motijheel,Shib Bari,30,Half-Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%97%E0%A6%BE%E0%A6%9C%E0%A7%80%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=550412bd-b234-4612-9806-446454b02a25,needs_validation,SRC_BUS_GITHUB
SVC0067,Grameen,গ্রামীণ বাস,1,Mirpur 14,Gabtoli,8,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A7%80%E0%A6%A3%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=b6db178a-442f-4ca0-a83b-4fda2f886738,needs_validation,SRC_BUS_GITHUB
SVC0068,Green Anabil,গ্রীন অনাবিল বাস,1,Chashara,Gazipur Chourasta,39,Half-Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A8%20%E0%A6%85%E0%A6%A8%E0%A6%BE%E0%A6%AC%E0%A6%BF%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=940810cd-f2a7-4b3d-942b-ec694c37edaa,needs_validation,SRC_BUS_GITHUB
SVC0069,Green Dhaka,গ্রীন ঢাকা বাস,1,Motijheel,Abdullahpur,29,Sitting Service(Ticket System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A8%20%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=636e57da-5c04-45dc-ae55-a32ec3d4163a,needs_validation,SRC_BUS_GITHUB
SVC0070,Gulshan Chaka,গুলশান চাকা বাস,1,Banani,Notun Bazar,3,Sitting Service(Ticket System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%97%E0%A7%81%E0%A6%B2%E0%A6%B6%E0%A6%BE%E0%A6%A8%20%E0%A6%9A%E0%A6%BE%E0%A6%95%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=d230d7b1-7a20-4c9c-822e-93e8672b2d76,needs_validation,SRC_BUS_GITHUB
SVC0071,Hazi Transport,হাজি ট্রান্সপোর্ট বাস,1,Mirpur 12,Motijheel,19,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B9%E0%A6%BE%E0%A6%9C%E0%A6%BF%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F.jpg?alt=media&token=59a868c3-d2e5-4ca5-8fb0-e75a5d1ee436,needs_validation,SRC_BUS_GITHUB
SVC0072,Himachal,হিমাচল বাস,1,Mirpur Sony Cinema Hall,Khilgaon Khidma Hospital,10,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B9%E0%A6%BF%E0%A6%AE%E0%A6%BE%E0%A6%9A%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=4c0bd6ac-9a62-4089-9e81-630b2e15d926,needs_validation,SRC_BUS_GITHUB
SVC0073,Himachal Suveccha,হিমাচল শুভেচ্ছা বাস,1,Metro Hall,Mirpur 12,28,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B9%E0%A6%BF%E0%A6%AE%E0%A6%BE%E0%A6%9A%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=4c0bd6ac-9a62-4089-9e81-630b2e15d926,needs_validation,SRC_BUS_GITHUB
SVC0074,Himalay,হিমালয় বাস,1,Madanpur,Tongi,5,Half-Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B9%E0%A6%BF%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A7%9F%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=68021682-9d95-451c-a822-6359ecfc3c01,needs_validation,SRC_BUS_GITHUB
SVC0075,Itihash,ইতিহাস বাস,1,Mirpur 14,Chandra,14,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%87%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=c63782ad-7e8d-4597-a9f7-be73983604e5,needs_validation,SRC_BUS_GITHUB
SVC0076,Jabale Noor Paribahan,জাবালে নুর পরিবহন বাস,1,Agargaon,Abdullahpur,14,Half-Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9C%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A7%87%20%E0%A6%A8%E0%A7%81%E0%A6%B0%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=409be6c1-6664-45af-adfc-8c4bf37a9216,needs_validation,SRC_BUS_GITHUB
SVC0077,Jabale Noor Paribahan,জাবালে নুর পরিবহন বাস,2,Gabtoli,Notun Bazar,6,Half-Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%9C%E0%A6%BE%E0%A6%AC%E0%A6%BE%E0%A6%B2%E0%A7%87%20%E0%A6%A8%E0%A7%81%E0%A6%B0%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=409be6c1-6664-45af-adfc-8c4bf37a9216,needs_validation,SRC_BUS_GITHUB
SVC0078,Kamal Plus Paribahan,কামাল প্লাস পরিবহন বাস,1,Chittagong Road,Ghatar Char,21,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%95%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%B2%20%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%B8%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=edb60677-2bc3-47ef-82b4-2888abe526e4,needs_validation,SRC_BUS_GITHUB
SVC0079,kanak,কনক বাস,1,Mirpur 1,Abdulla,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%95%E0%A6%A8%E0%A6%95%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=afb05ea0-07b0-4f5c-ac43-9074b3b1c94d,needs_validation,SRC_BUS_GITHUB
SVC0080,Khajababa,খাজা বাবা বাস,1,Jatrabari,Mirpur 12,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%96%E0%A6%BE%E0%A6%9C%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%AC%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=2d9db225-83f0-4bf9-9bee-307be5f46256,needs_validation,SRC_BUS_GITHUB
SVC0081,Kironmala Paribahan,কিরণমালা বাস,1,Chiriyakhana,Konabari,12,Semi-Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%95%E0%A6%BF%E0%A6%B0%E0%A6%A3%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=12cf13d6-c3f4-40db-a19c-23e98e11a945,needs_validation,SRC_BUS_GITHUB
SVC0082,Labbayek,লাব্বাইক বাস,1,Savar,Sign Board,31,Sitting Service(Check System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B2%E0%A6%BE%E0%A6%AC%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%87%E0%A6%95%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=cf243d09-8cff-4437-add3-e29802a031a5,needs_validation,SRC_BUS_GITHUB
SVC0083,Lal Sabuj,AC Bus Route,1,Nandan Park,Motijheel,25,Sitting Service,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B2%E0%A6%BE%E0%A6%B2%20%E0%A6%B8%E0%A6%AC%E0%A7%81%E0%A6%9C.jpg?alt=media&token=f655bb1e-2390-43ca-a40b-1912b3379cb8,needs_validation,SRC_BUS_GITHUB
SVC0084,Lams Paribahan,লামস পরিবহন বাস,1,Mirpur 12,Motijheel,20,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AE%E0%A6%B8%20%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%AC%E0%A6%B9%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=ab88cb43-5c3c-41a1-abd2-89186fb1b509,needs_validation,SRC_BUS_GITHUB
SVC0085,Malancha,মালঞ্চ বাস,1,Mohammadpur,Dhupkhola,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%9E%E0%A7%8D%E0%A6%9A%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e1d8babb-ff7b-46c1-ab8e-ee32a56f0d71,needs_validation,SRC_BUS_GITHUB
SVC0086,Manjil Express,মাঞ্জিল এক্সপ্রেস বাস,1,Chittagong Road,Abdullahpur,31,,5:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BE%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A6%BF%E0%A6%B2%20%E0%A6%8F%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B8.jpg?alt=media&token=d0ee9334-9bfc-4ef9-8350-4b6c9ea9b53c,needs_validation,SRC_BUS_GITHUB
SVC0087,Meghla Transport,মেঘলা ট্রান্সপোর্ট বাস,1,Kalabagan,Vulta,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A7%87%E0%A6%98%E0%A6%B2%E0%A6%BE%20%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%AA%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%9F.jpg?alt=media&token=9e1691bd-134e-4462-ac00-91799ec6839f,needs_validation,SRC_BUS_GITHUB
SVC0088,Meshkat,মেসকাত বাস,1,Mohammadpur,Chittagong Road,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A7%87%E0%A6%B8%E0%A6%95%E0%A6%BE%E0%A6%A4%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=c1d252af-9a13-4702-9c90-cb76a1c9d79a,needs_validation,SRC_BUS_GITHUB
SVC0089,Midline,মিডলাইন বাস,1,Mohammadpur,Khilgaon,19,Semi-Sitting Service(Check System),6:00 am – 11:00 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BF%E0%A6%A1%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=8151eefe-4bfd-44fe-bbbb-337945e9bbb0,needs_validation,SRC_BUS_GITHUB
SVC0090,Mirpur Metro Services,মিরপুর মেট্রো সার্ভিস বাস,1,Azimpur,Mirpur 1,19,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%AE%E0%A7%87%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A7%8B%20%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%AD%E0%A6%BF%E0%A6%B8.jpg?alt=media&token=f303c38e-a337-46eb-b2cf-4cab67791fae,needs_validation,SRC_BUS_GITHUB
SVC0091,Mirpur Link,মিরপুর লিংক বাস,1,ECB Square,Azimpur,12,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%B2%E0%A6%BF%E0%A6%82%E0%A6%95%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=be6f0e9d-0ea3-49b1-8080-32c8dc7f5d5b,needs_validation,SRC_BUS_GITHUB
SVC0092,Mirpur Mission,মিরপুর মিশন বাস,1,Chiriyakhana,Motijheel,6,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%AE%E0%A6%BF%E0%A6%B6%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=e2c3a336-c4b8-4a95-ae23-49325e080b97,needs_validation,SRC_BUS_GITHUB
SVC0093,Mirpur United Service,মিরপুর ইউনাইটেড সার্ভিস বাস,1,Sadarghat,Mirpur 12,23,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%87%E0%A6%89%E0%A6%A8%E0%A6%BE%E0%A6%87%E0%A6%9F%E0%A7%87%E0%A6%A1%20%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%AD%E0%A6%BF%E0%A6%B8.jpg?alt=media&token=4e312801-5c0d-4479-9b77-5a6a65ce76ed,needs_validation,SRC_BUS_GITHUB
SVC0094,MM Lovely,এম এম লাভলী বাস,1,Savar,Sign Board,31,Sitting Service(Check System),,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%8F%E0%A6%AE%20%E0%A6%8F%E0%A6%AE%20%E0%A6%B2%E0%A6%BE%E0%A6%AD%E0%A6%B2%E0%A7%80%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=97c89959-d489-4ed8-935e-4bfba2b397bf,needs_validation,SRC_BUS_GITHUB
SVC0095,Modhumita,মধুমিতা বাস,1,Chiriyakhana,Demra Staff Quarter,20,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A6%A7%E0%A7%81%E0%A6%AE%E0%A6%A4%E0%A6%BF%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=4a738e01-5f5f-4fbb-8eb8-244f13341958,needs_validation,SRC_BUS_GITHUB
SVC0096,Mohona,মোহনা বাস,1,Mirpur 14,Fantasy Kingdom,13,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A7%8B%E0%A6%B9%E0%A6%A8%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=b53b4b23-4c08-431e-a230-f62c33d45464,needs_validation,SRC_BUS_GITHUB
SVC0097,Moitri,মৈত্রী বাস,1,Mohammadpur,Arambagh,17,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A7%88%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=f0b5efa6-75d1-43ab-abe7-7243bdf59bbe,needs_validation,SRC_BUS_GITHUB
SVC0098,Moumita,মৌমিতা বাস,1,Chashara,Chandra,34,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AE%E0%A7%8C%E0%A6%AE%E0%A6%BF%E0%A6%A4%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=dde151d6-5ef7-4be1-9cce-db028731065c,needs_validation,SRC_BUS_GITHUB
SVC0099,MTCL-2,এমটিসিএল ২ বাস,1,Mohammadpur,Arambagh Kingdom,18,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%8F%E0%A6%AE%E0%A6%9F%E0%A6%BF%E0%A6%B8%E0%A6%BF%E0%A6%8F%E0%A6%B2%20%E0%A7%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=3f8ba067-67fc-457c-b630-14ed6cca61cd,needs_validation,SRC_BUS_GITHUB
SVC0100,Nur E Makka,নূর এ মক্কা বাস,1,Chiriyakhana,Malibagh Railgate,25,Sitting Service(Check System),5:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A8%E0%A7%82%E0%A6%B0%20%E0%A6%8F%20%E0%A6%AE%E0%A6%95%E0%A7%8D%E0%A6%95%E0%A6%BE%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=7b9a8ca4-0dfe-49b4-807c-977bce40f3c4,needs_validation,SRC_BUS_GITHUB
SVC0101,New Vision Dhaka,নিউ ভিশন বাস,1,Chiriyakhana,Motijheel,19,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A8%E0%A6%BF%E0%A6%89%20%E0%A6%AD%E0%A6%BF%E0%A6%B6%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=23ea6a73-055d-47bd-8677-8f54fd61cdcd,needs_validation,SRC_BUS_GITHUB
SVC0102,Nilachol Dhaka,নিলাচল বাস,1,Chittagong Road,Paturia,31,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%A8%E0%A6%BF%E0%A6%B2%E0%A6%BE%E0%A6%9A%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=45b24085-40f7-4aa5-8bd7-bf8633f267ed,needs_validation,SRC_BUS_GITHUB
SVC0103,Omama International,ওমামা ইন্টারন্যাশনাল বাস,1,Motijheel,Airport,22,,5:30 am – 10:30 pm,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%93%E0%A6%AE%E0%A6%BE%E0%A6%AE%E0%A6%BE%20%E0%A6%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A6%A8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%B6%E0%A6%A8%E0%A6%BE%E0%A6%B2%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=506ae654-215f-4cfb-9c10-62e8ab67c7b7,needs_validation,SRC_BUS_GITHUB
SVC0104,Pallabi Super,পল্লবী সুপার বাস,1,Gabtoli,Kamarpara,22,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%AC%E0%A7%80%20%E0%A6%B8%E0%A7%81%E0%A6%AA%E0%A6%BE%E0%A6%B0.png?alt=media&token=d8b37812-cd9a-4ac2-881b-330b52708faa,needs_validation,SRC_BUS_GITHUB
SVC0105,Paristhan,পরিস্থান বাস,1,Bosila,Abdullahpur,27,,,https://firebasestorage.googleapis.com/v0/b/bd-bus-route-32221.appspot.com/o/buses%2F%E0%A6%AA%E0%A6%B0%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%B8.jpg?alt=media&token=feab0bbc-d3e2-4919-8f3c-a8d24e8a9991,needs_validation,SRC_BUS_GITHUB
